clade_name	paleofeces_SRR12557734_metaphlan_output	paleofeces_SRR12557733_metaphlan_output	paleofeces_SRR12557722_metaphlan_output	paleofeces_SRR12557711_metaphlan_output	paleofeces_SRR12557707_metaphlan_output	paleofeces_SRR12557706_metaphlan_output	paleofeces_SRR12557705_metaphlan_output	paleofeces_SRR12557704_metaphlan_output	soil_ERR3761406_metaphlan_output	soil_ERR3761405_metaphlan_output	soil_ERR3761404_metaphlan_output	soil_ERR3761403_metaphlan_output	soil_ERR3761402_metaphlan_output	soil_ERR3761401_metaphlan_output	gut_3851QX_metaphlan_output	gut_3825KV_metaphlan_output	gut_3775ZT_metaphlan_output	gut_3219XI_metaphlan_output	gut_2874RA_metaphlan_output	gut_2569VO_metaphlan_output	gut_2360TL_metaphlan_output	gut_2221WA_metaphlan_output	gut_2025XZ_metaphlan_output	gut_1925KA_metaphlan_output	gut_1886QS_metaphlan_output	gut_1733CQ_metaphlan_output	gut_1680RO_metaphlan_output	gut_1574UD_metaphlan_output	gut_1469LP_metaphlan_output	gut_1421JE_metaphlan_output	gut_1124PD_metaphlan_output	gut_0782JV_metaphlan_output	gut_0477QJ_metaphlan_output	gut_0282ZU_metaphlan_output
s__Paucisalibacillus_globulus	0	0	0	0	0	0	0	140.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peribacillus_frigoritolerans	11580.0	0	141317.0	0	0	3476.0	6294.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peribacillus_psychrosaccharolyticus	821398.0	0	19037.0	0	0	0	9310.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Peribacillus_simplex	0	0	1670.0	0	0	1281.0	35357.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacillus_faecigallinarum	1143505.0	383.0	5226.0	0	0	61509.0	1759300.0	4345.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacillus_insolitus	0	24.0	168.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacillus_psychrodurans	147129.0	26778.0	26856.0	0	0	0	23348.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacillus_psychrotolerans	5526133.0	2885969.0	93948.0	0	9308.0	1517.0	98107.0	972.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacillus_sp_BL_248_WT_3	332990.0	34925.0	66479.0	0	57036.0	0	19422.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacillus_sp_INOP01	18825.0	2857.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Psychrobacillus_sp_OK028	1824.0	120.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Shouchella_plakortidis	0	0	0	0	0	0	11658.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Virgibacillus_ihumii	0	0	0	0	0	0	0	47.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Virgibacillus_indicus	0	0	0	0	0	0	0	9838.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Virgibacillus_profundi	0	0	0	0	0	0	384.0	3265.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Exiguobacterium_chiriqhucha	0	182548.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Exiguobacterium_sp_Leaf196	0	0	0	0	0	0	0	812.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Gemella_morbillorum	759.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_amylolyticus	0	82638.0	0	0	0	0	86946.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_crassostreae	128.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_daejeonensis	0	0	0	0	0	0	742.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_illinoisensis	0	0	0	0	0	0	1452.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_lautus	0	0	0	0	0	0	36240.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_prosopidis	0	0	0	0	0	0	0	0	0	0	7179.0	0	93.0	656.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_sp_Soil522	0	0	0	0	0	0	0	0	0	0	752.0	0	510.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenibacillus_xylanexedens	0	0	0	0	0	0	9130.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bhargavaea_ginsengi	0	0	9501.0	11544.0	0	3818.0	17733.0	13631.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Bhargavaea_massiliensis	0	0	0	0	0	0	234.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Caryophanon_tenue	0	0	0	0	0	64110.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalibacillus_sp_S_D1	483.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Kurthia_senegalensis	0	0	0	0	0	0	0	202.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Kurthia_sp_3B1D	0	0	0	0	0	1866553.0	14759.0	23263.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenisporosarcina_SGB106732	1887.0	0	1323.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Paenisporosarcina_indica	310.0	271.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_chinensis	541.0	94452.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_glaciei	4386.0	41198.0	0	0	0	0	1515.0	10787.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_koreensis	0	1605.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_soli	0	9980.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_sp_107_1	23150.0	24664.0	0	0	2297.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_sp_4_30	1847.0	1178517.0	385.0	0	0	0	1982.0	8895.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_sp_CAU13	0	2820.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_sp_CPCC_101016	0	2439.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_sp_ISL_110	0	228.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_sp_MB_3u_03	0	36823.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planococcus_wigleyi	330795.0	13518607.0	57160.0	2537.0	36244.0	77132.0	59035.0	138817.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planomicrobium_sp_REN8	0	7682.0	0	0	0	0	1452.0	7096.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Planomicrobium_sp_YIM_101495	0	0	0	0	0	0	0	668.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Solibacillus_faecavium	2253.0	0	0	0	21618.0	17311.0	159636.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Solibacillus_isronensis	26085.0	0	1157.0	0	3012.0	4726.0	82348.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Solibacillus_merdavium	0	0	0	0	1890.0	1115.0	62837.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Solibacillus_silvestris	2022917.0	391.0	32884.0	0	1394.0	16415.0	200426.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sporosarcina_gallistercoris	0	0	0	0	81.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sporosarcina_psychrophila	144625.0	517049.0	18773.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sporosarcina_sp_A4	0	0	931.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sporosarcina_sp_BP05	1778.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sporosarcina_sp_E16_8	1932.0	377.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sporosarcina_sp_JAI121	7604.0	30.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Sporosarcina_sp_Marseille_Q4063	1970.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ureibacillus_chungkukjangi	0	0	0	0	0	671.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ureibacillus_sinduriensis	0	0	0	0	0	0	97.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalicoccus_SGB94720	0	0	856.0	3946.0	797.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalicoccus_SGB96891	0	0	0	0	0	39544.0	1216.0	7467.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalicoccus_coquinae	0	0	0	0	0	0	0	2465.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalicoccus_halotolerans	0	0	0	0	0	0	2614.0	21726.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalicoccus_psychrophilus	0	0	0	0	0	118372.0	31317.0	94186.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Jeotgalicoccus_schoeneichii	0	0	0	0	0	0	509.0	504.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Macrococcus_caseolyticus	0	0	0	0	0	0	0	398.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mammaliicoccus_sciuri	0	0	0	0	0	0	0	4888.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Salinicoccus_halodurans	0	0	0	0	0	0	9607.0	72021.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Salinicoccus_roseus	0	0	0	0	0	0	0	6149.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_equorum	0	0	0	0	0	0	1383.0	5886.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_gallinarum	0	0	0	0	0	0	0	5768.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_hominis	0	0	0	0	0	0	1172.0	4610.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_succinus	0	0	0	0	0	0	0	14442.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Staphylococcus_xylosus	0	0	0	0	0	0	0	13412.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aerococcaceae_bacterium_DSM_111021	0	0	0	0	0	1531.0	2681.0	8320.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aerococcus_sp_SJQ22	0	26363.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aerococcus_urinaeequi	0	0	0	0	0	0	4036.0	24683.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Aerococcus_viridans	0	0	0	0	0	0	1718.0	11253.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fundicoccus_ignavus	0	0	0	0	0	0	0	4491.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ruoffia_tabacinasalis	0	0	0	0	0	0	7402.0	8276.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alkalibacterium_sp_MB6	0	0	0	0	0	0	3344.0	6386.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Alkalibacterium_thalassium	0	0	0	0	0	0	2361.0	1099.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Carnobacterium_inhibens	8534.0	50764.0	0	0	2535.0	0	3763.0	353.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Carnobacterium_jeotgali	5662788.0	8588.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Carnobacterium_pleistocenium	0	24813.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Carnobacterium_sp_17_4	18508.0	50720.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Carnobacterium_sp_CS13	3720.0	5708.0	0	0	0	0	0	803.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Carnobacterium_viridans	7287.0	11665.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Desemzia_incerta	11294.0	2827442.0	0	408.0	18057.0	17418.0	23016.0	88183.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Desemzia_sp_RIT_804	224.0	8037.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Granulicatella_SGB8255	898.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Marinilactibacillus_sp_Marseille_P9653	0	284.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Trichococcus_alkaliphilus	0	58.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Trichococcus_flocculiformis	0	26558.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Trichococcus_ilyis	0	666.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Trichococcus_shcherbakoviae	0	11305.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_avium	0	0	0	0	375.0	0	398480.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_casseliflavus	547813.0	101931.0	10039.0	0	25936.0	105549.0	2204794.0	154118.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2367.0	0	0	0	0	0	0	0
s__Enterococcus_faecalis	0	0	0	0	5526.0	19902.0	873140.0	18405.0	0	0	0	0	0	0	0	94.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_faecium	5042952.0	0	82130.0	280106.0	549763.0	61324.0	5702973.0	439926.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_gallinarum	0	0	0	0	0	0	31053.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_hirae	287074.0	0	1170499.0	1417666.0	409196.0	33253.0	1634345.0	477643.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_italicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3138.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Enterococcus_mundtii	25004.0	599.0	71129.0	264341.0	120910.0	778519.0	49639.0	510371.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Vagococcus_fluvialis	0	0	0	0	0	30653.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactiplantibacillus_plantarum	0	0	0	0	0	0	0	260.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Leuconostoc_SGB48612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6129.0	17145.0	0	20169.0	16775.0	518.0	0	0	986.0	0	1130.0	20226.0	3034.0	3418.0	0	0	0	0	3529.0	0
s__Leuconostoc_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322.0	0	4438.0	0	0	0	0	0	0	0	275.0	222.0	0	0	0	0	0	0	0
s__Ligilactobacillus_animalis	21752.0	0	1242.0	626.0	1694062.0	0	266.0	224.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Ligilactobacillus_ruminis	0	0	23278.0	0	192104.0	1436.0	30042.0	3097763.0	0	0	0	0	0	0	0	0	0	0	0	0	2113.0	0	0	0	0	0	0	0	0	0	0	0	0	322.0
s__Limosilactobacillus_fermentum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3124.0	0	0	210.0	0	0	0	0	30.0	0	0	445.0	0	0	0	0	0	0	0	0
s__Limosilactobacillus_mucosae	2914.0	0	0	0	83099.0	0	0	40383.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Pediococcus_pentosaceus	0	0	0	0	0	0	0	1334.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Weissella_cibaria	0	0	0	0	0	49.0	597.0	1322059.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1225.0	0	0	0	0	0	0	0	0	0
s__Weissella_confusa	0	0	0	0	0	0	716.0	228288.0	0	0	0	0	0	0	0	0	0	0	0	0	0	958.0	0	0	6078.0	2942.0	1420.0	0	597.0	0	0	0	0	0
s__Lactococcus_garvieae	0	0	0	304.0	0	851.0	0	741.0	0	0	0	0	0	0	0	0	0	0	0	1060.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Lactococcus_lactis	0	0	0	0	0	0	0	4670.0	0	0	0	0	0	0	0	0	0	94.0	2141.0	0	0	2733.0	0	0	2448.0	0	0	0	0	0	0	0	0	0
s__Lactococcus_petauri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1473.0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_anginosus	0	0	0	0	7424.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_australis	4132.0	0	0	0	3639.0	0	0	0	0	0	0	0	0	0	0	0	0	1952.0	605.0	1998.0	0	0	0	0	805.0	0	958.0	0	200.0	0	0	0	0	255.0
s__Streptococcus_gallolyticus	6188.0	0	0	0	287423.0	0	5872.0	249.0	0	0	0	0	0	0	0	0	0	14347.0	6231.0	0	0	0	0	0	0	1290.0	0	104.0	0	0	0	0	0	0
s__Streptococcus_gordonii	5362.0	0	0	0	2895.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1699.0	0	0	0	0	0	0	0
s__Streptococcus_infantarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40621.0	15470.0	0	414087.0	26676.0	16976.0	13480.0	637.0	4107.0	0	0	29231.0	1420.0	12243.0	11397.0	0	0	0	946.0	2543.0
s__Streptococcus_lactarius	167.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_lutetiensis	0	0	0	2673.0	1068403.0	0	72931.0	2384.0	0	0	0	0	0	0	56606.0	0	0	0	0	0	0	670.0	20567.0	0	11746.0	0	187776.0	0	127782.0	0	0	0	0	0
s__Streptococcus_mitis	1289.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745.0	0	446.0	407.0	0	0	0	0
s__Streptococcus_oralis	3011.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_parasanguinis	21704.0	0	0	0	5330.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191.0	0	0	4456.0	1245.0	0	1098.0	0	0	0
s__Streptococcus_rubneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315.0	919.0	0	0	0	0	0	0	910.0
s__Streptococcus_salivarius	18755.0	0	653.0	121.0	212833.0	0	343.0	4306.0	0	0	0	0	0	0	59.0	0	648.0	1852.0	61.0	10921.0	0	0	0	0	8088.0	0	0	5440.0	2258.0	0	11754.0	0	0	0
s__Streptococcus_sobrinus	5218.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_F0442	9458.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_HF_1907	23281.0	9710.0	779.0	114.0	46468.0	0	598.0	673.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_thermophilus	36771.0	5353.0	1719.0	2010.0	35885.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_vestibularis	50242.0	2164.0	1768.0	2034.0	10710.0	0	0	0	0	0	0	0	0	0	0	0	0	0	409.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB13402_SGB14203	279734.0	27469.0	42356.0	14131.0	0	38257.0	92.0	0	0	0	0	0	0	0	3085.0	0	0	0	51682.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9256_SGB14202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2299.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB9258_SGB14205	0	0	3484.0	0	0	0	0	0	0	0	0	0	0	0	35181.0	1277.0	0	132.0	10985.0	0	0	7200.0	579.0	7350.0	22304.0	4375.0	4794.0	0	0	0	0	0	0	0
s__GGB2652_SGB3573	19343.0	1363.0	13545.0	8707.0	801.0	79692.0	25243.0	0	0	0	0	0	0	0	1081.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__GGB4710_SGB6521	652.0	36138.0	13196.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.0	0	0	0	0	0	0	6899.0	0	1803.0	0	0	0	0	0	0	0
s__GGB4710_SGB6522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	935.0	0	0	0	588.0	0	0	0	0	3514.0	0	164532.0	0	0	0	0	61665.0	0	3615.0	0
s__GGB4676_SGB6465	39140.0	3673.0	3249.0	0	0	13765.0	0	0	0	0	0	0	0	0	0	483.0	0	64.0	0	0	19418.0	48610.0	28359.0	27471.0	0	22447.0	0	0	287.0	0	0	19327.0	0	0
s__GGB4643_SGB6427	26518.0	20433.0	3286.0	0	0	2619.0	0	0	0	0	0	0	0	0	5085.0	2151.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
